사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Dec.23,2호선,0243,충정로(경기대입구),21 ,2 ,3029 ,997 ,6181 ,6086 ,15118 ,21684 ,21629 ,59455 ,15064 ,27131 ,12115 ,13755 ,12676 ,11849 ,13768 ,11691 ,14319 ,13966 ,14964 ,13283 ,15298 ,13469 ,18487 ,15092 ,31517 ,18203 ,44699 ,22956 ,15786 ,15353 ,11673 ,10832 ,11394 ,11323 ,8428 ,10220 ,3790 ,6961 ,629 ,2467 ,35 ,269 ,6 ,28 ,0 ,0 
Dec.23,2호선,0244,용답,5 ,0 ,2102 ,366 ,2959 ,1105 ,7410 ,1730 ,13382 ,3302 ,7535 ,3575 ,5347 ,3058 ,5020 ,2721 ,5244 ,3255 ,5293 ,3840 ,4944 ,3847 ,4973 ,4921 ,5610 ,6125 ,5425 ,7082 ,4214 ,10669 ,2568 ,7071 ,1801 ,5311 ,1411 ,6360 ,1188 ,6194 ,563 ,3739 ,121 ,1129 ,0 ,33 ,0 ,0 ,0 ,0 
Dec.23,2호선,0245,신답,18 ,1 ,1097 ,129 ,1708 ,600 ,5485 ,815 ,10656 ,1767 ,4607 ,987 ,2693 ,1171 ,2309 ,1413 ,2321 ,1393 ,2232 ,1662 ,1965 ,2115 ,1957 ,2871 ,2231 ,3742 ,2346 ,4885 ,2178 ,8929 ,1051 ,6164 ,709 ,3508 ,466 ,3873 ,448 ,3088 ,163 ,2152 ,39 ,618 ,4 ,9 ,0 ,0 ,0 ,0 
Dec.23,2호선,0246,신설동,57 ,2 ,1162 ,290 ,1370 ,1875 ,4329 ,4747 ,7719 ,13335 ,5268 ,9122 ,4854 ,8490 ,5935 ,7955 ,7409 ,7757 ,7836 ,8144 ,8637 ,7076 ,9507 ,6233 ,10473 ,5569 ,12882 ,5883 ,13772 ,7191 ,4793 ,5148 ,3348 ,4081 ,2655 ,3470 ,1859 ,3531 ,789 ,2324 ,83 ,842 ,2 ,242 ,0 ,10 ,0 ,0 
Dec.23,2호선,0247,도림천,2 ,0 ,420 ,323 ,1111 ,864 ,2891 ,3386 ,3444 ,5357 ,2293 ,1771 ,2014 ,1365 ,1674 ,1372 ,2434 ,1852 ,1629 ,1678 ,2201 ,2113 ,2227 ,1608 ,2863 ,2296 ,3315 ,2420 ,3177 ,2917 ,1533 ,2273 ,737 ,1777 ,700 ,1612 ,373 ,1316 ,197 ,1170 ,42 ,336 ,1 ,24 ,0 ,0 ,0 ,0 
Dec.23,2호선,0248,양천구청,26 ,0 ,4472 ,973 ,10675 ,2359 ,31034 ,4412 ,28571 ,9085 ,17487 ,4865 ,13303 ,4511 ,12327 ,5367 ,11737 ,7131 ,10429 ,8369 ,8505 ,9241 ,8707 ,11824 ,10195 ,14732 ,10204 ,19897 ,8887 ,28011 ,4007 ,23068 ,2726 ,14878 ,2604 ,14524 ,2098 ,12588 ,807 ,9555 ,187 ,2994 ,2 ,153 ,0 ,0 ,0 ,0 
Dec.23,2호선,0249,신정네거리,76 ,1 ,8246 ,1038 ,16591 ,2662 ,46342 ,4233 ,43868 ,10742 ,25361 ,8164 ,19111 ,7489 ,17136 ,9397 ,17375 ,11481 ,15928 ,13105 ,14256 ,13996 ,13454 ,18233 ,15065 ,23849 ,14734 ,30705 ,12199 ,45705 ,7179 ,34064 ,5749 ,20592 ,4993 ,20414 ,3720 ,18443 ,1609 ,12391 ,330 ,3399 ,15 ,277 ,0 ,0 ,0 ,0 
Dec.23,2호선,0250,용두(동대문구청),43 ,0 ,1162 ,156 ,1801 ,891 ,5007 ,2402 ,9262 ,5324 ,4948 ,3484 ,4026 ,3426 ,3997 ,3706 ,4406 ,3751 ,4688 ,4484 ,4798 ,4397 ,5281 ,5050 ,5456 ,4847 ,5429 ,5626 ,5474 ,8547 ,2691 ,5254 ,2117 ,3460 ,1651 ,3402 ,1107 ,2508 ,445 ,1796 ,69 ,558 ,3 ,26 ,0 ,0 ,0 ,0 
Dec.23,3호선,0309,지축,9 ,0 ,2955 ,646 ,9794 ,5915 ,27539 ,5145 ,28460 ,9710 ,16149 ,6500 ,11538 ,5788 ,10072 ,5685 ,10750 ,7274 ,10124 ,8332 ,9091 ,8449 ,11307 ,10523 ,12108 ,13363 ,12720 ,17666 ,9603 ,26573 ,6069 ,20104 ,5454 ,13983 ,4768 ,13040 ,3736 ,11853 ,1729 ,6799 ,237 ,1286 ,0 ,21 ,0 ,0 ,0 ,0 
Dec.23,3호선,0310,구파발,93 ,2 ,10637 ,1496 ,30786 ,9163 ,77367 ,19626 ,79841 ,27802 ,46461 ,26038 ,34247 ,26496 ,32883 ,26740 ,34670 ,28421 ,32303 ,31262 ,33390 ,32417 ,37292 ,33925 ,41093 ,40079 ,40784 ,48301 ,31179 ,71243 ,19840 ,59570 ,17080 ,34993 ,15259 ,34265 ,12254 ,30795 ,3585 ,22756 ,634 ,9546 ,5 ,1120 ,0 ,1 ,0 ,0 
Dec.23,3호선,0311,연신내,174 ,9 ,24127 ,1640 ,44011 ,11455 ,110669 ,21420 ,136609 ,33827 ,83715 ,34445 ,59037 ,33759 ,56292 ,37306 ,63881 ,41725 ,56780 ,45420 ,52418 ,48143 ,54995 ,59564 ,62332 ,68536 ,56189 ,87051 ,46325 ,123089 ,32849 ,102542 ,27752 ,64227 ,25668 ,60468 ,20895 ,55859 ,10330 ,36423 ,1484 ,12223 ,18 ,534 ,1 ,3 ,0 ,0 
Dec.23,3호선,0312,불광,38 ,3 ,8751 ,1374 ,17781 ,5151 ,47658 ,9737 ,60692 ,28937 ,36951 ,25484 ,27944 ,23755 ,26046 ,24637 ,27334 ,27373 ,27199 ,30472 ,27930 ,29622 ,29935 ,32874 ,32422 ,36991 ,30763 ,41928 ,28699 ,58448 ,16952 ,45116 ,14132 ,28669 ,12211 ,27006 ,8690 ,24507 ,3913 ,15045 ,560 ,5384 ,16 ,270 ,0 ,0 ,0 ,0 
Dec.23,3호선,0313,녹번,67 ,1 ,8870 ,615 ,23431 ,3355 ,66682 ,7449 ,75894 ,16255 ,44758 ,10597 ,30309 ,10064 ,25498 ,11122 ,24757 ,13900 ,22767 ,14905 ,19568 ,17548 ,19359 ,22393 ,20430 ,28421 ,20552 ,36907 ,20286 ,59363 ,10170 ,48045 ,7494 ,30820 ,6509 ,29528 ,4850 ,27151 ,1791 ,17078 ,265 ,4991 ,8 ,230 ,0 ,0 ,0 ,0 
Dec.23,3호선,0314,홍제,104 ,10 ,9709 ,1422 ,22059 ,6643 ,61442 ,10405 ,68956 ,24471 ,45620 ,20322 ,33848 ,18633 ,32035 ,19410 ,34932 ,21683 ,30968 ,24295 ,28861 ,27191 ,29058 ,31746 ,32590 ,37125 ,31261 ,46561 ,27767 ,61257 ,14845 ,50633 ,12296 ,31809 ,10217 ,30394 ,7596 ,28362 ,3275 ,17427 ,443 ,4396 ,13 ,334 ,0 ,1 ,0 ,0 
Dec.23,3호선,0315,무악재,29 ,1 ,2112 ,125 ,5218 ,1211 ,15630 ,2844 ,19309 ,5195 ,12328 ,3367 ,9041 ,3403 ,7737 ,3732 ,7430 ,4669 ,6590 ,5219 ,6188 ,5873 ,5795 ,7385 ,6278 ,9040 ,6887 ,11301 ,6487 ,15787 ,3213 ,13967 ,2570 ,8921 ,2112 ,8467 ,1469 ,7882 ,737 ,5561 ,105 ,1520 ,3 ,61 ,0 ,0 ,0 ,0 
Dec.23,3호선,0316,독립문,243 ,1 ,4703 ,834 ,5563 ,5841 ,14306 ,13241 ,18264 ,20670 ,14848 ,16644 ,14140 ,15557 ,15230 ,11241 ,16534 ,11753 ,14283 ,12457 ,14539 ,11801 ,16064 ,12404 ,16906 ,13831 ,16813 ,14589 ,15636 ,16065 ,7460 ,13258 ,5762 ,9397 ,4752 ,8982 ,3303 ,7779 ,1279 ,5173 ,198 ,2572 ,18 ,848 ,0 ,0 ,0 ,0 
Dec.23,3호선,0317,경복궁(정부서울청사),37 ,1 ,2090 ,1210 ,5644 ,13371 ,12425 ,36963 ,19219 ,119241 ,19547 ,79965 ,20773 ,60134 ,29423 ,57736 ,35324 ,53585 ,41311 ,54949 ,51343 ,46199 ,60735 ,43142 ,74603 ,40363 ,86642 ,44233 ,105685 ,41838 ,50253 ,25343 ,45378 ,15231 ,45429 ,12716 ,30409 ,11598 ,11498 ,7017 ,2951 ,1945 ,610 ,185 ,0 ,0 ,0 ,0 
Dec.23,3호선,0318,안국,11 ,0 ,1613 ,1808 ,2709 ,20858 ,5850 ,81446 ,9537 ,111858 ,13236 ,81872 ,17220 ,61053 ,25627 ,67724 ,34638 ,58574 ,40195 ,54604 ,49794 ,49494 ,64058 ,43452 ,84132 ,39937 ,117806 ,36915 ,111034 ,30665 ,51236 ,15028 ,45068 ,8276 ,41481 ,7171 ,23950 ,6319 ,8250 ,3783 ,2193 ,1201 ,166 ,80 ,0 ,2 ,0 ,0 
Dec.23,3호선,0319,종로3가,25 ,4 ,906 ,900 ,1383 ,5555 ,1832 ,14546 ,3088 ,42685 ,4639 ,41593 ,7589 ,35292 ,11088 ,30136 ,12579 ,28668 ,14380 ,26245 ,17543 ,24909 ,21232 ,22930 ,27206 ,22713 ,38757 ,22138 ,52569 ,20885 ,27794 ,11626 ,19865 ,6785 ,21529 ,5561 ,18311 ,4536 ,8445 ,2707 ,1124 ,1062 ,55 ,107 ,0 ,0 ,0 ,0 
Dec.23,3호선,0320,을지로3가,24 ,0 ,768 ,1105 ,1499 ,8769 ,3614 ,32515 ,6116 ,78748 ,7882 ,33227 ,11095 ,18358 ,12405 ,16575 ,14027 ,15158 ,14724 ,15798 ,16413 ,14962 ,19435 ,15706 ,23329 ,17989 ,43414 ,22262 ,65689 ,24568 ,27931 ,14359 ,22128 ,7327 ,22407 ,5771 ,19345 ,4360 ,10773 ,2923 ,1911 ,912 ,80 ,122 ,0 ,0 ,0 ,0 
Dec.23,3호선,0321,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,2 ,0 ,3 ,0 ,8 ,0 ,4 ,0 ,3 ,0 ,9 ,0 ,6 ,0 ,6 ,0 ,7 ,0 ,2 ,0 ,4 ,0 ,5 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.23,3호선,0322,동대입구,28 ,2 ,1822 ,1000 ,2533 ,8569 ,5272 ,14856 ,7892 ,47883 ,7463 ,33746 ,8209 ,29874 ,11546 ,23793 ,11618 ,20809 ,15339 ,22269 ,19119 ,19065 ,20234 ,18536 ,25306 ,22589 ,34565 ,26420 ,40200 ,25104 ,22702 ,13219 ,30745 ,6956 ,26873 ,6534 ,18998 ,4721 ,7192 ,3011 ,1163 ,1057 ,208 ,201 ,0 ,1 ,0 ,0 
Dec.23,3호선,0323,약수,141 ,1 ,6285 ,1034 ,10049 ,6368 ,23664 ,13595 ,35446 ,32249 ,26753 ,20940 ,19992 ,16579 ,19529 ,17124 ,22080 ,16952 ,22317 ,17506 ,21348 ,19199 ,22045 ,21421 ,25317 ,25559 ,29579 ,31573 ,31940 ,41022 ,18597 ,26723 ,16222 ,18976 ,16717 ,17229 ,13190 ,15999 ,6416 ,9911 ,1067 ,4064 ,49 ,1036 ,0 ,0 ,0 ,0 
Dec.23,3호선,0324,금호,29 ,8 ,4020 ,415 ,9562 ,2566 ,24440 ,4353 ,36086 ,9000 ,22766 ,6729 ,15843 ,6335 ,14463 ,7278 ,13853 ,8864 ,12736 ,10917 ,11563 ,11520 ,11552 ,13924 ,12817 ,16406 ,13029 ,21492 ,12000 ,28594 ,7731 ,20144 ,5402 ,14617 ,4498 ,14522 ,3707 ,13031 ,1748 ,7548 ,303 ,2265 ,2 ,41 ,0 ,0 ,0 ,0 
Dec.23,3호선,0325,옥수,169 ,3 ,2705 ,873 ,8438 ,4321 ,19850 ,7146 ,29478 ,12783 ,21317 ,10088 ,15943 ,8428 ,15121 ,10355 ,14605 ,11463 ,14917 ,13244 ,14839 ,14403 ,14982 ,16485 ,16678 ,19746 ,18139 ,24971 ,16376 ,31321 ,10397 ,22587 ,8620 ,16677 ,7873 ,15786 ,5619 ,14567 ,2487 ,8009 ,465 ,2380 ,2 ,38 ,0 ,0 ,0 ,0 
Dec.23,3호선,0326,압구정,77 ,0 ,2831 ,2186 ,7595 ,22376 ,14758 ,45103 ,23550 ,135229 ,20489 ,150224 ,26151 ,84139 ,33872 ,73839 ,41099 ,59667 ,46640 ,63086 ,58584 ,55808 ,68249 ,55660 ,80145 ,56689 ,101678 ,68518 ,131214 ,67565 ,93720 ,36540 ,77284 ,18294 ,62434 ,15037 ,48373 ,13085 ,15126 ,7263 ,2207 ,2598 ,28 ,387 ,0 ,37 ,0 ,0 
Dec.23,3호선,0327,신사,66 ,9 ,4326 ,1559 ,7028 ,16500 ,11028 ,39472 ,16646 ,94874 ,15099 ,126884 ,19621 ,68903 ,25357 ,52786 ,31059 ,47848 ,36289 ,52017 ,44609 ,49135 ,52906 ,45543 ,64053 ,51875 ,90102 ,64257 ,115855 ,74518 ,84733 ,39334 ,61480 ,20027 ,69617 ,15363 ,62328 ,12888 ,30895 ,8773 ,4671 ,3662 ,24 ,138 ,0 ,18 ,0 ,0 
Dec.23,3호선,0328,잠원,2 ,0 ,1058 ,738 ,4425 ,7870 ,11057 ,7238 ,17382 ,9028 ,11794 ,6461 ,8722 ,5022 ,8897 ,5487 ,8623 ,6139 ,8163 ,7034 ,7885 ,7383 ,9069 ,8071 ,12330 ,8640 ,13439 ,11316 ,9430 ,12992 ,4723 ,9292 ,3644 ,6865 ,3619 ,7507 ,2410 ,7460 ,777 ,4133 ,178 ,1393 ,1 ,19 ,0 ,0 ,0 ,0 
Dec.23,3호선,0329,고속터미널,180 ,4 ,5408 ,3849 ,7097 ,33732 ,25098 ,45942 ,45638 ,73614 ,54612 ,98377 ,61307 ,105409 ,76699 ,117037 ,91594 ,112631 ,102549 ,111473 ,117877 ,118369 ,134908 ,122533 ,148758 ,120000 ,156386 ,124069 ,145008 ,120356 ,124537 ,76594 ,134714 ,50428 ,81849 ,42655 ,49364 ,28927 ,16560 ,14505 ,1955 ,2586 ,21 ,119 ,0 ,0 ,0 ,0 
Dec.23,3호선,0330,교대(법원.검찰청),87 ,4 ,1542 ,537 ,4028 ,6363 ,8591 ,16624 ,14482 ,46744 ,12734 ,37515 ,14579 ,17828 ,18635 ,13920 ,21071 ,12719 ,26357 ,13265 ,32177 ,12038 ,33642 ,11657 ,35895 ,13193 ,52233 ,19436 ,65362 ,22563 ,32858 ,11322 ,32210 ,6442 ,33278 ,5738 ,25206 ,4963 ,11035 ,3114 ,1800 ,969 ,4 ,41 ,0 ,0 ,0 ,0 
Dec.23,3호선,0331,남부터미널(예술의전당),33 ,2 ,2971 ,1287 ,8501 ,24254 ,25677 ,59366 ,42242 ,141832 ,37136 ,82061 ,35924 ,50438 ,42664 ,40375 ,43504 ,42630 ,47292 ,49416 ,49462 ,46070 ,53444 ,47641 ,67944 ,51931 ,104003 ,61851 ,121897 ,66655 ,58513 ,41960 ,44471 ,26746 ,43456 ,21150 ,33475 ,16767 ,9672 ,10390 ,1271 ,2935 ,20 ,163 ,0 ,0 ,0 ,0 
Dec.23,3호선,0332,양재(서초구청),51 ,4 ,5367 ,2746 ,13423 ,38089 ,32247 ,94838 ,43575 ,213638 ,32346 ,117888 ,31103 ,58939 ,34511 ,51972 ,40190 ,46549 ,46426 ,48372 ,54351 ,45249 ,62778 ,44725 ,75171 ,53408 ,123412 ,76995 ,172812 ,82941 ,82641 ,52037 ,65145 ,33358 ,69360 ,30999 ,48055 ,27367 ,16731 ,15226 ,1863 ,4524 ,7 ,368 ,0 ,0 ,0 ,0 
Dec.23,3호선,0333,매봉,14 ,0 ,1615 ,739 ,6330 ,7946 ,15700 ,23102 ,20756 ,71791 ,14928 ,33253 ,13984 ,16583 ,14693 ,16674 ,15203 ,14704 ,16545 ,14244 ,19382 ,13778 ,21264 ,15123 ,25059 ,15942 ,38794 ,22362 ,59270 ,24845 ,20157 ,16210 ,15797 ,10290 ,18145 ,9567 ,11315 ,8891 ,3892 ,5165 ,496 ,1707 ,6 ,144 ,0 ,0 ,0 ,0 
Dec.23,3호선,0334,도곡,36 ,16 ,906 ,268 ,2762 ,4406 ,8094 ,12657 ,11449 ,18520 ,7598 ,14936 ,6788 ,7948 ,7036 ,8738 ,7245 ,7188 ,8122 ,7313 ,8431 ,7043 ,9554 ,7757 ,11723 ,7922 ,15772 ,9709 ,15822 ,10124 ,7943 ,7677 ,6181 ,5193 ,5546 ,5260 ,4042 ,4558 ,974 ,3175 ,240 ,1931 ,2 ,328 ,0 ,0 ,0 ,0 
Dec.23,3호선,0335,대치,10 ,0 ,3023 ,735 ,12043 ,7772 ,25010 ,10411 ,27560 ,23496 ,17287 ,19191 ,15743 ,14476 ,15799 ,14071 ,16883 ,16788 ,17166 ,20019 ,17226 ,20562 ,19746 ,21834 ,22424 ,25134 ,29897 ,29402 ,27132 ,30289 ,17278 ,22450 ,12713 ,14147 ,13520 ,14565 ,19780 ,12895 ,2726 ,8040 ,349 ,2338 ,16 ,118 ,0 ,0 ,0 ,0 
Dec.23,3호선,0336,학여울,6 ,1 ,547 ,257 ,1675 ,1320 ,3889 ,3390 ,4709 ,8356 ,3234 ,7152 ,3153 ,6753 ,3707 ,5505 ,5115 ,5521 ,5954 ,5965 ,6372 ,5603 ,6729 ,4779 ,8237 ,4002 ,8993 ,4108 ,8115 ,4587 ,2522 ,3151 ,1860 ,2528 ,1689 ,2358 ,993 ,2039 ,363 ,1345 ,32 ,511 ,4 ,24 ,0 ,0 ,0 ,0 
Dec.23,3호선,0337,대청,111 ,0 ,3707 ,1022 ,10943 ,6968 ,27607 ,16164 ,36698 ,27014 ,21539 ,12723 ,17488 ,9664 ,16873 ,9401 ,15988 ,10670 ,16669 ,12361 ,15741 ,13330 ,17718 ,16362 ,21350 ,17816 ,25599 ,22402 ,26138 ,29106 ,11669 ,22569 ,8708 ,16414 ,7001 ,16513 ,5008 ,16405 ,1961 ,9278 ,312 ,3425 ,3 ,140 ,0 ,0 ,0 ,0 
Dec.23,3호선,0338,일원,10 ,1 ,2298 ,1678 ,8268 ,11392 ,21782 ,31912 ,24423 ,25769 ,18528 ,20259 ,20120 ,17706 ,20584 ,14153 ,19970 ,16327 ,17785 ,17672 ,20098 ,17743 ,24992 ,16102 ,32873 ,15400 ,37720 ,16836 ,19450 ,21498 ,10639 ,17088 ,6571 ,12050 ,5030 ,11877 ,3859 ,12517 ,1584 ,5841 ,160 ,2121 ,0 ,89 ,0 ,0 ,0 ,0 
Dec.23,3호선,0339,수서,125 ,0 ,4607 ,2946 ,11312 ,16841 ,33856 ,32786 ,43616 ,52447 ,32055 ,36288 ,39158 ,25653 ,28605 ,23185 ,38357 ,28189 ,32772 ,25505 ,25435 ,26067 ,37368 ,31636 ,41633 ,35733 ,48472 ,42572 ,51699 ,53891 ,24669 ,39624 ,24843 ,28815 ,17164 ,27168 ,16669 ,24527 ,8557 ,10054 ,810 ,3836 ,15 ,424 ,0 ,0 ,0 ,0 
Dec.23,3호선,0340,가락시장,45 ,2 ,2869 ,577 ,6593 ,5903 ,19405 ,10903 ,21423 ,24611 ,15866 ,14215 ,15179 ,11210 ,15191 ,12687 ,15026 ,14375 ,15605 ,14648 ,16110 ,14998 ,18143 ,17340 ,20125 ,18914 ,23311 ,23324 ,26133 ,27802 ,12763 ,18009 ,10830 ,12521 ,10189 ,11575 ,7583 ,10715 ,3242 ,6369 ,424 ,2085 ,15 ,169 ,0 ,12 ,0 ,0 
Dec.23,3호선,0341,경찰병원,3 ,1 ,2746 ,350 ,7174 ,3455 ,20995 ,8502 ,26026 ,25684 ,15850 ,14716 ,11969 ,8732 ,11166 ,7320 ,10527 ,8854 ,10436 ,9773 ,10596 ,9005 ,11795 ,9966 ,11843 ,11546 ,16446 ,16257 ,19253 ,22625 ,7243 ,16551 ,6178 ,10619 ,5666 ,9962 ,3962 ,9350 ,1260 ,5845 ,153 ,1762 ,7 ,55 ,0 ,0 ,0 ,0 
Dec.23,3호선,0342,오금,38 ,0 ,4117 ,9 ,7861 ,2774 ,25448 ,5656 ,30407 ,12355 ,15943 ,6128 ,10334 ,5451 ,9210 ,4912 ,9362 ,6269 ,8895 ,6638 ,7758 ,6949 ,7819 ,9209 ,9974 ,10871 ,11794 ,13973 ,11808 ,20941 ,4410 ,15073 ,3700 ,10221 ,3190 ,10146 ,2503 ,10864 ,841 ,6641 ,109 ,2764 ,4 ,68 ,0 ,0 ,0 ,0 
Dec.23,4호선,0409,당고개,104 ,0 ,8161 ,26 ,16053 ,4498 ,41163 ,5500 ,36620 ,9872 ,23465 ,10001 ,17846 ,8892 ,16149 ,9350 ,16641 ,10289 ,15759 ,11412 ,14401 ,11824 ,13423 ,14711 ,15185 ,17612 ,14268 ,19774 ,12186 ,27021 ,7468 ,23959 ,5209 ,17315 ,4417 ,16026 ,3314 ,15011 ,1566 ,11074 ,377 ,4150 ,1 ,519 ,0 ,39 ,0 ,0 
Dec.23,4호선,0410,상계,42 ,2 ,13964 ,265 ,34922 ,6441 ,83417 ,15304 ,74204 ,20583 ,45665 ,16257 ,34752 ,15663 ,31725 ,17551 ,33038 ,22274 ,30912 ,22796 ,27597 ,24762 ,27286 ,30077 ,30068 ,37553 ,28579 ,45458 ,24789 ,65466 ,15527 ,56824 ,12491 ,37125 ,11113 ,34754 ,10538 ,32838 ,3872 ,23172 ,625 ,6434 ,10 ,745 ,0 ,29 ,0 ,0 
Dec.23,4호선,0411,노원,216 ,4 ,12238 ,1237 ,24247 ,10798 ,53954 ,18537 ,63887 ,43419 ,40014 ,39584 ,34073 ,32780 ,34366 ,36323 ,41249 ,41322 ,39613 ,44475 ,40278 ,44139 ,43816 ,48866 ,48461 ,56465 ,48171 ,68673 ,46111 ,97048 ,32912 ,70364 ,33287 ,45120 ,30223 ,41367 ,27589 ,36625 ,14113 ,25501 ,2821 ,8059 ,63 ,1055 ,0 ,2 ,0 ,0 
Dec.23,4호선,0412,창동,2103 ,58 ,16161 ,2638 ,35960 ,11684 ,81651 ,19103 ,77171 ,40338 ,50410 ,32514 ,45764 ,32994 ,43572 ,31846 ,44966 ,39372 ,42879 ,46834 ,41419 ,46764 ,46609 ,51911 ,52564 ,56988 ,50529 ,68500 ,49246 ,87974 ,27710 ,72923 ,21781 ,46946 ,20046 ,44064 ,15749 ,40505 ,7397 ,26647 ,1315 ,9755 ,16 ,265 ,0 ,5 ,0 ,0 
Dec.23,4호선,0413,쌍문,203 ,11 ,22913 ,1275 ,48783 ,8894 ,115112 ,13949 ,122382 ,28079 ,79484 ,20714 ,57437 ,20884 ,50663 ,24393 ,50888 ,29014 ,46232 ,31825 ,40944 ,34303 ,39572 ,46333 ,41683 ,56627 ,41007 ,71049 ,35594 ,98524 ,22452 ,92722 ,17069 ,60461 ,13815 ,56066 ,10942 ,53021 ,5081 ,36078 ,709 ,10749 ,22 ,238 ,0 ,3 ,0 ,0 
Dec.23,4호선,0414,수유(강북구청),86 ,7 ,21336 ,3275 ,43698 ,10117 ,101800 ,19171 ,118031 ,52959 ,79597 ,39159 ,58243 ,32969 ,55286 ,36618 ,58158 ,39377 ,56632 ,45366 ,54200 ,48510 ,54480 ,59270 ,59625 ,73144 ,62229 ,88975 ,65009 ,120677 ,38053 ,104692 ,29823 ,69460 ,26995 ,64431 ,22958 ,60815 ,12706 ,41252 ,2065 ,10289 ,37 ,386 ,0 ,0 ,0 ,0 
Dec.23,4호선,0415,미아(서울사이버대학),45 ,3 ,10736 ,1821 ,19231 ,7943 ,42816 ,14598 ,50207 ,35531 ,34783 ,21299 ,27118 ,17152 ,25638 ,19275 ,28506 ,18577 ,26685 ,20249 ,25229 ,22146 ,26650 ,27426 ,28986 ,30381 ,30221 ,34447 ,28231 ,44859 ,17105 ,36271 ,12442 ,24165 ,9818 ,23169 ,7759 ,20168 ,3232 ,14206 ,434 ,3766 ,18 ,100 ,0 ,0 ,0 ,0 
Dec.23,4호선,0416,미아사거리,83 ,3 ,14974 ,2679 ,34084 ,8235 ,83024 ,19304 ,93851 ,31853 ,62505 ,30770 ,45692 ,29342 ,43271 ,33256 ,45171 ,35861 ,46007 ,37840 ,44741 ,41888 ,48656 ,50939 ,51694 ,60206 ,47012 ,72409 ,44210 ,98886 ,31600 ,73929 ,31712 ,48478 ,19784 ,45850 ,14818 ,39895 ,7013 ,24720 ,1009 ,6184 ,29 ,210 ,0 ,0 ,0 ,0 
Dec.23,4호선,0417,길음,20 ,2 ,9703 ,1723 ,30563 ,7738 ,80918 ,13576 ,83162 ,29842 ,52304 ,24472 ,37657 ,22032 ,34286 ,25363 ,34879 ,26228 ,33939 ,29669 ,32028 ,31493 ,34056 ,34753 ,38898 ,42532 ,39386 ,53980 ,34045 ,75324 ,18497 ,58743 ,14991 ,39698 ,11932 ,39843 ,11374 ,37821 ,4411 ,23854 ,686 ,6791 ,19 ,206 ,0 ,0 ,0 ,0 
Dec.23,4호선,0418,성신여대입구(돈암),44 ,4 ,6013 ,1708 ,17602 ,6993 ,43507 ,15117 ,50507 ,37860 ,38730 ,28510 ,31315 ,24733 ,34012 ,31229 ,37331 ,31874 ,37837 ,32656 ,38580 ,36162 ,40323 ,37409 ,45585 ,44294 ,50595 ,55294 ,48581 ,68989 ,32191 ,52211 ,29368 ,36814 ,32353 ,34673 ,29247 ,32469 ,14209 ,22089 ,2277 ,6950 ,31 ,335 ,0 ,0 ,0 ,0 
Dec.23,4호선,0419,한성대입구(삼선교),59 ,1 ,6474 ,1142 ,11762 ,7281 ,27875 ,16900 ,34707 ,28402 ,26799 ,23948 ,21670 ,20056 ,21914 ,19438 ,24213 ,21316 ,25477 ,21693 ,25108 ,21491 ,27679 ,23654 ,33649 ,26638 ,34848 ,30720 ,31118 ,35887 ,18178 ,27981 ,15398 ,19161 ,14641 ,19652 ,10495 ,18790 ,4711 ,12726 ,689 ,5977 ,33 ,1882 ,1 ,271 ,0 ,0 
Dec.23,4호선,0420,혜화,18 ,1 ,3438 ,2180 ,7031 ,22136 ,16752 ,46565 ,20330 ,120477 ,25208 ,109481 ,33666 ,85621 ,56264 ,75998 ,55443 ,88576 ,59258 ,109226 ,71480 ,94460 ,90476 ,78506 ,105032 ,78460 ,121074 ,83871 ,124411 ,89698 ,79455 ,56727 ,85696 ,23966 ,115952 ,21486 ,98793 ,18413 ,34954 ,12261 ,4623 ,3573 ,120 ,696 ,0 ,69 ,0 ,0 
Dec.23,4호선,0421,동대문,258 ,8 ,4747 ,2364 ,3007 ,12511 ,4668 ,29937 ,7023 ,62784 ,11593 ,63194 ,17368 ,56453 ,24583 ,53746 ,31463 ,49003 ,38003 ,46163 ,47059 ,42066 ,56128 ,36571 ,68051 ,28999 ,83593 ,23835 ,58862 ,21127 ,33391 ,21100 ,26351 ,14322 ,25535 ,10400 ,19118 ,7875 ,8548 ,6072 ,2774 ,1433 ,227 ,310 ,0 ,25 ,0 ,0 
